image_path,class_id,class_name,split,content_hash
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (154).png,0,Normal,val,01baad6a9e092374b5e24db6b4c1fa83
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (155).png,0,Normal,test,470c1e6f084c8533a5867d190a35c848
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (156).png,0,Normal,train,2d1819628b84826f4219b4698835c60a
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (157).png,0,Normal,val,9d94e50f060878521531e7e9631c496b
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (158).png,0,Normal,train,7d5d2c9ccf801274ca83a1ce469a69af
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (159).png,0,Normal,train,3f0aab34debe551d7a73eeef3946c909
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (16).png,0,Normal,train,d10401c8a7992fded39000ea5a28dadb
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (160).png,0,Normal,train,e33f48cc0803da3838df1e3859fc9694
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (161).png,0,Normal,train,c40e2ac156aac0c233853cf430c07f33
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (162).png,0,Normal,train,e970f3bd3787c3b21aeacdd2b3d6460b
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (163).png,0,Normal,val,6e87ed68b9cc6f8698ea2276c9d99f95
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (164).png,0,Normal,train,681337526ff7ba5e913010ddcf897690
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (165).png,0,Normal,train,dfd6aae1cd7756823c5c1173d17c8279
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (166).png,0,Normal,train,37fb74e97d2b3bc9ff1d8638ff2255dd
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (167).png,0,Normal,train,d77d2f73d68181c845bc1e0a2a1759c9
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (168).png,0,Normal,train,f1f854810ed1c39f1e056c3c407fda7b
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (169).png,0,Normal,train,9f983540706d7521dc08b9d6d43065f7
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (17).png,0,Normal,train,64ec29f18db4b86467696dfd660674eb
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (170).png,0,Normal,train,d6f41a7cc7ca1c2956db7c503ae6f3f7
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (171).png,0,Normal,val,8206ed63345ff775a3d14ad581fc8629
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (172).png,0,Normal,train,f1390a834bd1732c5b6b3576c67b4939
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (173).png,0,Normal,train,568e67e501fecaf4f7ed7642388df9ab
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (174).png,0,Normal,train,b16d754a26e6a1ed55724b181cd638da
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (175).png,0,Normal,train,09aeff17b2eff3ec5e43355b8a1f8417
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (176).png,0,Normal,train,cdb3798011dc54382994a027c2bb05de
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (177).png,0,Normal,train,8829192ecb4b0e7f20606dd61b76acae
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (178).png,0,Normal,val,445f614220a2e221640412d339fa0530
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (179).png,0,Normal,test,0cf91ee5df64e5870dec40f1263508d3
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (18).png,0,Normal,train,7a9d3fd452904d1dada901534ff955f9
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (180).png,0,Normal,train,c3a4fa6123e16f7857b32ef55cbc7297
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (181).png,0,Normal,val,0161987b0140a5f88837ed0714470af9
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (182).png,0,Normal,train,668d4a073461947b927932c3624a0246
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (183).png,0,Normal,train,9ba135f00803feca9693a3bb07357af4
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (184).png,0,Normal,train,9d53acdc06874d79b9ab9794de97f91b
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (185).png,0,Normal,train,769f2ea4cf42dab59e99740b92a9b54b
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (186).png,0,Normal,train,87c3bcbb5a35c154b0eb837604d3059c
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (187).png,0,Normal,train,eb8c017c746bd0922760e64c3b652f32
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (188).png,0,Normal,val,57284254ab43357848ff2f26b2930fbe
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (189).png,0,Normal,val,55fcf529b8204d2f39f05a9a6596e8ad
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (19).png,0,Normal,test,d0c9857736af0d9b24a20ff0f59437e5
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (190).png,0,Normal,train,adb2357af34f9ab78e3b8e6b5624c6b7
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (191).png,0,Normal,val,eed2ed62d3c0b682d1cb1cefaa48f0a6
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (192).png,0,Normal,train,2532868ba10de5c6b122a7d7d04911ce
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (193).png,0,Normal,train,f186b6f11911683ce3fd8724d7a4813d
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (194).png,0,Normal,val,768b58bd7af6415eed80795bf4aaaad2
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (195).png,0,Normal,val,4b8176f0dce1e8070f55eb9a467d5bb7
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (196).png,0,Normal,train,f8c91c9a889c640e3977d9e439f9517d
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (197).png,0,Normal,train,08ce4ed87423dc822cc8c24e39c3df86
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (198).png,0,Normal,train,1f83bac66d62e3f7495bcdfc7a76f2ef
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (199).png,0,Normal,train,08b9c5ba8f4a7bb26081a8fdb9c2961f
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (2).png,0,Normal,train,3b620fc9edd04d10f85713ebc72fbf7b
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (20).png,0,Normal,train,b47356100cee9cfe98b646ee790b2682
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (200).png,0,Normal,train,a624ab7c5cd5820b54572574c394a09c
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (201).png,0,Normal,train,5967482ebdb3d4c6c7938b579f952962
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (202).png,0,Normal,train,d2d88120175210367319da0740c98495
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (203).png,0,Normal,train,433632eb709dc1f58cb66b213470d381
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (204).png,0,Normal,train,3cc2fdc9f217ed248bfc11f2ed7c2a1f
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (205).png,0,Normal,train,3fc40e7b79f689d6586bf9d8a51eba4e
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (206).png,0,Normal,train,ec245f74d5a07cd38abc19cbb68629f6
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (207).png,0,Normal,train,d47f2768864b9d2014c1f72185e47df8
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (208).png,0,Normal,val,52dd34fd5f250e081298dcf1268b88d9
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (209).png,0,Normal,train,5eaa6e5b805f057d4311d6bff3672213
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (21).png,0,Normal,train,2a62b2b05998de99811e262668b0163e
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (210).png,0,Normal,train,2b185c0838ef489cb012b5629970002e
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (211).png,0,Normal,train,70f6bb3952c596766ec5c31ed503dbc4
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (212).png,0,Normal,train,635f79cb2dbc5bc38ac92138386abf27
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (213).png,0,Normal,train,800c1e14ae6744c22a34199c40fae4d9
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (214).png,0,Normal,test,e0f8060c5eb30e4016a8eee68dd1af70
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (215).png,0,Normal,train,73f31626e4690580a7c2505ab0f68b25
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (216).png,0,Normal,test,786f9f368dd6ef9fe72431c5cc3d9eba
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (217).png,0,Normal,train,30ff064033d005553daa21043ecefab5
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (218).png,0,Normal,train,bea42036d15245c8cc91c84121ca074d
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (219).png,0,Normal,train,d35a46743a92bc8be16c71e51ccc9c17
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (22).png,0,Normal,val,c065085aac5d6defceec1219c63fedfc
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (220).png,0,Normal,test,2b52081ef8aaff553afc9169fd93e28b
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (221).png,0,Normal,train,a82108267b4caebcbfeaf4a85f356336
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (222).png,0,Normal,train,8521a04760f065282fde55c05222be22
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (223).png,0,Normal,val,38f27ff74996427a33adabc801b59ba8
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (224).png,0,Normal,train,b99813d8e8acaa1c5105427874665e50
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (225).png,0,Normal,train,5d7182627f2f5862fa6c23a57e3bc78c
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (226).png,0,Normal,train,6169f98dc60a2f52d86e7ae7732f3975
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (227).png,0,Normal,train,c687ae032dd31bd5546ef513ef69e19a
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (228).png,0,Normal,train,505bb8f6f7317700531b918df2857056
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (229).png,0,Normal,train,4a95216ca957fe59abfa32438a0f4829
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (23).png,0,Normal,train,1975e833398f16dafcde134c0154f0a3
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (230).png,0,Normal,train,cd854bd22328e1cf3233e8b01a34c817
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (231).png,0,Normal,train,e710651d2ebe53d6ecaa35d9f4fefb8e
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (232).png,0,Normal,train,fdb642c129c520b56725db83cd1eb6e1
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (233).png,0,Normal,val,c182c6d8758f92fb7e8ca7b23b2f6131
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (234).png,0,Normal,train,f726b0fb83534824164c9d571e9d0852
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (235).png,0,Normal,val,7276144a951cfc512ef3c7269fc79233
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (236).png,0,Normal,train,c2308c24179f58ebed1173584ddb8307
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (237).png,0,Normal,train,a956fe3e41d2aebebc8e66819bd5ba66
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (238).png,0,Normal,train,9d67daed663575a5626f9a2902d27d68
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (239).png,0,Normal,train,f360cb98fd09124f9ad529dc7498b8da
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (24).png,0,Normal,val,2f47513dfa7f8f189dc3c264216a6e76
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (240).png,0,Normal,train,5f1001fc5c479d60d7fd6a1a1a757cd2
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (241).png,0,Normal,train,56969e221a23720c9d765d0104989e53
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (242).png,0,Normal,train,bd1c29a9f4d731b09d9d4e6303071fdd
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (243).png,0,Normal,val,122f653bf408e02c6921d4e842c3e606
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (244).png,0,Normal,val,51501086cb1f47f2a84fa2d27b945ada
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (245).png,0,Normal,val,e2bbe46bae100f77d107585e584d42a4
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (246).png,0,Normal,train,986f9db82c673f350057064c8ab34221
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (247).png,0,Normal,train,2825e53b2e7a03b6d83438124f86c491
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (248).png,0,Normal,train,20a5f921a6d20a9bafb06b28108d3536
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (249).png,0,Normal,val,cc7f7b1b461dc94ef66de10da687a448
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (25).png,0,Normal,train,4b91929989196d503438fceb1062d1cb
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (250).png,0,Normal,train,527de03bfd64849378e829158f54480b
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (251).png,0,Normal,val,a47cd6443b18fc61f0ab14d8353f338e
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (252).png,0,Normal,train,057311b8950b23c086841ba24b45f539
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (253).png,0,Normal,test,27c0c87079e0943eefcab5f855f261c5
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (254).png,0,Normal,train,9388fe9b2ebb8eeebeb6d6ad3cdc4799
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (255).png,0,Normal,train,4fd7302d320ab017f2dcc32da6e95bb8
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (256).png,0,Normal,val,d01ee216c62c12450e7ed22228b2d842
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (257).png,0,Normal,train,392f7bcf8a1532e734297d7fedfe4838
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (258).png,0,Normal,train,b9e15733f73020444028a5795b7328b9
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (259).png,0,Normal,train,2afc8efd3d9f34b7d23f29051ac7c167
C:\Users\heman\Downloads\orthinx dataset\MedicalExpert-I\0Normal\NormalG0 (26).png,0,Normal,train,14d4ec3da894dcf2f1b0bb24a7f2bd31
